PdfType: replica
Format: lhagrid1
---
1.0000e-06 1.2649e-06 1.5999e-06 2.0236e-06 2.5595e-06 3.2375e-06 4.0949e-06 5.1795e-06 6.5513e-06 8.2864e-06 1.0481e-05 1.3257e-05 1.6768e-05 2.1210e-05 2.6827e-05 3.3932e-05 4.2919e-05 5.4287e-05 6.8665e-05 8.6851e-05 1.0985e-04 1.3895e-04 1.7575e-04 2.2230e-04 2.8118e-04 3.5565e-04 4.4984e-04 5.6899e-04 7.1969e-04 9.1030e-04 1.1514e-03 1.4563e-03 1.8421e-03 2.3300e-03 2.9471e-03 3.7276e-03 4.7149e-03 5.9636e-03 7.5431e-03 9.5410e-03 1.2068e-02 1.5264e-02 1.9307e-02 2.4421e-02 3.0888e-02 3.9069e-02 4.9417e-02 6.2506e-02 7.9060e-02 1.0000e-01 1.1800e-01 1.3600e-01 1.5400e-01 1.7200e-01 1.9000e-01 2.0800e-01 2.2600e-01 2.4400e-01 2.6200e-01 2.8000e-01 2.9800e-01 3.1600e-01 3.3400e-01 3.5200e-01 3.7000e-01 3.8800e-01 4.0600e-01 4.2400e-01 4.4200e-01 4.6000e-01 4.7800e-01 4.9600e-01 5.1400e-01 5.3200e-01 5.5000e-01 5.6800e-01 5.8600e-01 6.0400e-01 6.2200e-01 6.4000e-01 6.5800e-01 6.7600e-01 6.9400e-01 7.1200e-01 7.3000e-01 7.4800e-01 7.6600e-01 7.8400e-01 8.0200e-01 8.2000e-01 8.3800e-01 8.5600e-01 8.7400e-01 8.9200e-01 9.1000e-01 9.2800e-01 9.4600e-01 9.6400e-01 9.8200e-01 1.0000e+00
1.0000e+00 1.4874e+00 2.2122e+00 3.2903e+00 4.8939e+00 7.2790e+00 1.0826e+01 1.6103e+01 2.3950e+01 3.5622e+01 5.2983e+01 7.8805e+01 1.1721e+02 1.7433e+02 2.5929e+02 3.8566e+02 5.7362e+02 8.5317e+02 1.2690e+03 1.8874e+03 2.8072e+03 4.1753e+03 6.2102e+03 9.2367e+03 1.3738e+04 2.0434e+04 3.0392e+04 4.5204e+04 6.7234e+04 1.0000e+05
 1  2  3  4  5 21
 1.37733e-01  2.61801e-01  5.49053e-01  4.13030e-01  5.84932e-01  1.47948e-01 
 1.45639e-01  2.69699e-01  5.55401e-01  4.19823e-01  5.87974e-01  1.53217e-01 
 1.52831e-01  2.76791e-01  5.60714e-01  4.25793e-01  5.90327e-01  1.57620e-01 
 1.59402e-01  2.83191e-01  5.65170e-01  4.31066e-01  5.92127e-01  1.60688e-01 
 1.65397e-01  2.88956e-01  5.68863e-01  4.35697e-01  5.93396e-01  1.63192e-01 
 1.70871e-01  2.94153e-01  5.71892e-01  4.39758e-01  5.94203e-01  1.65209e-01 
 1.75873e-01  2.98840e-01  5.74344e-01  4.43311e-01  5.94607e-01  1.66808e-01 
 1.80448e-01  3.03067e-01  5.76292e-01  4.46411e-01  5.94660e-01  1.68048e-01 
 1.84635e-01  3.06880e-01  5.77799e-01  4.49106e-01  5.94407e-01  1.68978e-01 
 1.88470e-01  3.10321e-01  5.78919e-01  4.51438e-01  5.93886e-01  1.69640e-01 
 1.91984e-01  3.13424e-01  5.79699e-01  4.53445e-01  5.93132e-01  1.70072e-01 
 1.95208e-01  3.16221e-01  5.80180e-01  4.55159e-01  5.92172e-01  1.70304e-01 
 1.98164e-01  3.18742e-01  5.80397e-01  4.56611e-01  5.91034e-01  1.70363e-01 
 2.00878e-01  3.21011e-01  5.80381e-01  4.57826e-01  5.89739e-01  1.70273e-01 
 2.03369e-01  3.23052e-01  5.80159e-01  4.58827e-01  5.88307e-01  1.70054e-01 
 2.05657e-01  3.24883e-01  5.79755e-01  4.59634e-01  5.86756e-01  1.69723e-01 
 2.07757e-01  3.26525e-01  5.79189e-01  4.60267e-01  5.85100e-01  1.69296e-01 
 2.09685e-01  3.27992e-01  5.78480e-01  4.60742e-01  5.83354e-01  1.68786e-01 
 2.11455e-01  3.29300e-01  5.77644e-01  4.61073e-01  5.81529e-01  1.68203e-01 
 3.02825e-05  9.51048e-02  2.84812e-01  0.00000e+00  0.00000e+00  3.92659e-07 
 1.01641e-02  1.15381e-01  3.47459e-01  2.68036e-01  0.00000e+00  1.44991e-02 
 2.46260e-02  1.35983e-01  3.91517e-01  2.91067e-01  0.00000e+00  3.43054e-02 
 4.09606e-02  1.56414e-01  4.26232e-01  3.12598e-01  0.00000e+00  5.36169e-02 
 5.66470e-02  1.74911e-01  4.53556e-01  3.31409e-01  5.32299e-01  7.14023e-02 
 7.11279e-02  1.91359e-01  4.75424e-01  3.47685e-01  5.44414e-01  8.81619e-02 
 8.47710e-02  2.06401e-01  4.93679e-01  3.62240e-01  5.54688e-01  1.02614e-01 
 9.73851e-02  2.19998e-01  5.08946e-01  3.75134e-01  5.63294e-01  1.14940e-01 
 1.08936e-01  2.32219e-01  5.21738e-01  3.86503e-01  5.70434e-01  1.25392e-01 
 1.19463e-01  2.43178e-01  5.32471e-01  3.96506e-01  5.76306e-01  1.34226e-01 
 1.29035e-01  2.52999e-01  5.41485e-01  4.05301e-01  5.81087e-01  1.41676e-01 
 1.37733e-01  2.61801e-01  5.49053e-01  4.13030e-01  5.84932e-01  1.47948e-01 
 1.45639e-01  2.69699e-01  5.55401e-01  4.19823e-01  5.87974e-01  1.53217e-01 
 1.52831e-01  2.76791e-01  5.60714e-01  4.25793e-01  5.90327e-01  1.57620e-01 
 1.59402e-01  2.83191e-01  5.65170e-01  4.31066e-01  5.92127e-01  1.60688e-01 
 1.65397e-01  2.88956e-01  5.68863e-01  4.35697e-01  5.93396e-01  1.63192e-01 
 1.70871e-01  2.94153e-01  5.71892e-01  4.39758e-01  5.94203e-01  1.65209e-01 
 1.75873e-01  2.98840e-01  5.74344e-01  4.43311e-01  5.94607e-01  1.66808e-01 
 1.80448e-01  3.03067e-01  5.76292e-01  4.46411e-01  5.94660e-01  1.68048e-01 
 1.84635e-01  3.06880e-01  5.77799e-01  4.49106e-01  5.94407e-01  1.68978e-01 
 1.88470e-01  3.10321e-01  5.78919e-01  4.51438e-01  5.93886e-01  1.69640e-01 
 1.91984e-01  3.13424e-01  5.79699e-01  4.53445e-01  5.93132e-01  1.70072e-01 
 1.95208e-01  3.16221e-01  5.80180e-01  4.55159e-01  5.92172e-01  1.70304e-01 
 1.98164e-01  3.18742e-01  5.80397e-01  4.56611e-01  5.91034e-01  1.70363e-01 
 2.00878e-01  3.21011e-01  5.80381e-01  4.57826e-01  5.89739e-01  1.70273e-01 
 2.03369e-01  3.23052e-01  5.80159e-01  4.58827e-01  5.88307e-01  1.70054e-01 
 2.05657e-01  3.24883e-01  5.79755e-01  4.59634e-01  5.86756e-01  1.69723e-01 
 2.07757e-01  3.26525e-01  5.79189e-01  4.60267e-01  5.85100e-01  1.69296e-01 
 2.09685e-01  3.27992e-01  5.78480e-01  4.60742e-01  5.83354e-01  1.68786e-01 
 2.11455e-01  3.29300e-01  5.77644e-01  4.61073e-01  5.81529e-01  1.68203e-01 
 3.02825e-05  9.51048e-02  2.84812e-01  0.00000e+00  0.00000e+00  3.92659e-07 
 1.01641e-02  1.15381e-01  3.47459e-01  2.68036e-01  0.00000e+00  1.44991e-02 
 2.46260e-02  1.35983e-01  3.91517e-01  2.91067e-01  0.00000e+00  3.43054e-02 
 4.09606e-02  1.56414e-01  4.26232e-01  3.12598e-01  0.00000e+00  5.36169e-02 
 5.66470e-02  1.74911e-01  4.53556e-01  3.31409e-01  5.32299e-01  7.14023e-02 
 7.11279e-02  1.91359e-01  4.75424e-01  3.47685e-01  5.44414e-01  8.81619e-02 
 8.47710e-02  2.06401e-01  4.93679e-01  3.62240e-01  5.54688e-01  1.02614e-01 
 9.73851e-02  2.19998e-01  5.08946e-01  3.75134e-01  5.63294e-01  1.14940e-01 
 1.08936e-01  2.32219e-01  5.21738e-01  3.86503e-01  5.70434e-01  1.25392e-01 
 1.19463e-01  2.43178e-01  5.32471e-01  3.96506e-01  5.76306e-01  1.34226e-01 
 1.29035e-01  2.52999e-01  5.41485e-01  4.05301e-01  5.81087e-01  1.41676e-01 
 1.37733e-01  2.61801e-01  5.49053e-01  4.13030e-01  5.84932e-01  1.47948e-01 
 1.45639e-01  2.69699e-01  5.55401e-01  4.19823e-01  5.87974e-01  1.53217e-01 
 1.52831e-01  2.76791e-01  5.60714e-01  4.25793e-01  5.90327e-01  1.57620e-01 
 1.59402e-01  2.83191e-01  5.65170e-01  4.31066e-01  5.92127e-01  1.60688e-01 
 1.65397e-01  2.88956e-01  5.68863e-01  4.35697e-01  5.93396e-01  1.63192e-01 
 1.70871e-01  2.94153e-01  5.71892e-01  4.39758e-01  5.94203e-01  1.65209e-01 
 1.75873e-01  2.98840e-01  5.74344e-01  4.43311e-01  5.94607e-01  1.66808e-01 
 1.80448e-01  3.03067e-01  5.76292e-01  4.46411e-01  5.94660e-01  1.68048e-01 
 1.84635e-01  3.06880e-01  5.77799e-01  4.49106e-01  5.94407e-01  1.68978e-01 
 1.88470e-01  3.10321e-01  5.78919e-01  4.51438e-01  5.93886e-01  1.69640e-01 
 1.91984e-01  3.13424e-01  5.79699e-01  4.53445e-01  5.93132e-01  1.70072e-01 
 1.95208e-01  3.16221e-01  5.80180e-01  4.55159e-01  5.92172e-01  1.70304e-01 
 1.98164e-01  3.18742e-01  5.80397e-01  4.56611e-01  5.91034e-01  1.70363e-01 
 2.00878e-01  3.21011e-01  5.80381e-01  4.57826e-01  5.89739e-01  1.70273e-01 
 2.03369e-01  3.23052e-01  5.80159e-01  4.58827e-01  5.88307e-01  1.70054e-01 
 2.05657e-01  3.24883e-01  5.79755e-01  4.59634e-01  5.86756e-01  1.69723e-01 
 2.07757e-01  3.26525e-01  5.79189e-01  4.60267e-01  5.85100e-01  1.69296e-01 
 2.09685e-01  3.27992e-01  5.78480e-01  4.60742e-01  5.83354e-01  1.68786e-01 
 2.11455e-01  3.29300e-01  5.77644e-01  4.61073e-01  5.81529e-01  1.68203e-01 
 3.02825e-05  9.51048e-02  2.84812e-01  0.00000e+00  0.00000e+00  3.92659e-07 
 1.01641e-02  1.15381e-01  3.47459e-01  2.68036e-01  0.00000e+00  1.44991e-02 
 2.46260e-02  1.35983e-01  3.91517e-01  2.91067e-01  0.00000e+00  3.43054e-02 
 4.09606e-02  1.56414e-01  4.26232e-01  3.12598e-01  0.00000e+00  5.36169e-02 
 5.66470e-02  1.74911e-01  4.53556e-01  3.31409e-01  5.32299e-01  7.14023e-02 
 7.11279e-02  1.91359e-01  4.75424e-01  3.47685e-01  5.44414e-01  8.81619e-02 
 8.47710e-02  2.06401e-01  4.93679e-01  3.62240e-01  5.54688e-01  1.02614e-01 
 9.73851e-02  2.19998e-01  5.08946e-01  3.75134e-01  5.63294e-01  1.14940e-01 
 1.08936e-01  2.32219e-01  5.21738e-01  3.86503e-01  5.70434e-01  1.25392e-01 
 1.19463e-01  2.43178e-01  5.32471e-01  3.96506e-01  5.76306e-01  1.34226e-01 
 1.29035e-01  2.52999e-01  5.41485e-01  4.05301e-01  5.81087e-01  1.41676e-01 
 1.37733e-01  2.61801e-01  5.49053e-01  4.13030e-01  5.84932e-01  1.47948e-01 
 1.45639e-01  2.69699e-01  5.55401e-01  4.19823e-01  5.87974e-01  1.53217e-01 
 1.52831e-01  2.76791e-01  5.60714e-01  4.25793e-01  5.90327e-01  1.57620e-01 
 1.59402e-01  2.83191e-01  5.65170e-01  4.31066e-01  5.92127e-01  1.60688e-01 
 1.65397e-01  2.88956e-01  5.68863e-01  4.35697e-01  5.93396e-01  1.63192e-01 
 1.70871e-01  2.94153e-01  5.71892e-01  4.39758e-01  5.94203e-01  1.65209e-01 
 1.75873e-01  2.98840e-01  5.74344e-01  4.43311e-01  5.94607e-01  1.66808e-01 
 1.80448e-01  3.03067e-01  5.76292e-01  4.46411e-01  5.94660e-01  1.68048e-01 
 1.84635e-01  3.06880e-01  5.77799e-01  4.49106e-01  5.94407e-01  1.68978e-01 
 1.88470e-01  3.10321e-01  5.78919e-01  4.51438e-01  5.93886e-01  1.69640e-01 
 1.91984e-01  3.13424e-01  5.79699e-01  4.53445e-01  5.93132e-01  1.70072e-01 
 1.95208e-01  3.16221e-01  5.80180e-01  4.55159e-01  5.92172e-01  1.70304e-01 
 1.98164e-01  3.18742e-01  5.80397e-01  4.56611e-01  5.91034e-01  1.70363e-01 
 2.00878e-01  3.21011e-01  5.80381e-01  4.57826e-01  5.89739e-01  1.70273e-01 
 2.03369e-01  3.23052e-01  5.80159e-01  4.58827e-01  5.88307e-01  1.70054e-01 
 2.05657e-01  3.24883e-01  5.79755e-01  4.59634e-01  5.86756e-01  1.69723e-01 
 2.07757e-01  3.26525e-01  5.79189e-01  4.60267e-01  5.85100e-01  1.69296e-01 
 2.09685e-01  3.27992e-01  5.78480e-01  4.60742e-01  5.83354e-01  1.68786e-01 
 2.11455e-01  3.29300e-01  5.77644e-01  4.61073e-01  5.81529e-01  1.68203e-01 
 3.02825e-05  9.51048e-02  2.84812e-01  0.00000e+00  0.00000e+00  3.92659e-07 
 1.01641e-02  1.15381e-01  3.47459e-01  2.68036e-01  0.00000e+00  1.44991e-02 
 2.46260e-02  1.35983e-01  3.91517e-01  2.91067e-01  0.00000e+00  3.43054e-02 
 4.09606e-02  1.56414e-01  4.26232e-01  3.12598e-01  0.00000e+00  5.36169e-02 
 5.66470e-02  1.74911e-01  4.53556e-01  3.31409e-01  5.32299e-01  7.14023e-02 
 7.11279e-02  1.91359e-01  4.75424e-01  3.47685e-01  5.44414e-01  8.81619e-02 
 8.47710e-02  2.06401e-01  4.93679e-01  3.62240e-01  5.54688e-01  1.02614e-01 
 9.73851e-02  2.19998e-01  5.08946e-01  3.75134e-01  5.63294e-01  1.14940e-01 
 1.08936e-01  2.32219e-01  5.21738e-01  3.86503e-01  5.70434e-01  1.25392e-01 
 1.19463e-01  2.43178e-01  5.32471e-01  3.96506e-01  5.76306e-01  1.34226e-01 
 1.29035e-01  2.52999e-01  5.41485e-01  4.05301e-01  5.81087e-01  1.41676e-01 
 1.37733e-01  2.61801e-01  5.49053e-01  4.13030e-01  5.84932e-01  1.47948e-01 
 1.45639e-01  2.69699e-01  5.55401e-01  4.19823e-01  5.87974e-01  1.53217e-01 
 1.52831e-01  2.76791e-01  5.60714e-01  4.25793e-01  5.90327e-01  1.57620e-01 
 1.59402e-01  2.83191e-01  5.65170e-01  4.31066e-01  5.92127e-01  1.60688e-01 
 1.65397e-01  2.88956e-01  5.68863e-01  4.35697e-01  5.93396e-01  1.63192e-01 
 1.70871e-01  2.94153e-01  5.71892e-01  4.39758e-01  5.94203e-01  1.65209e-01 
 1.75873e-01  2.98840e-01  5.74344e-01  4.43311e-01  5.94607e-01  1.66808e-01 
 1.80448e-01  3.03067e-01  5.76292e-01  4.46411e-01  5.94660e-01  1.68048e-01 
 1.84635e-01  3.06880e-01  5.77799e-01  4.49106e-01  5.94407e-01  1.68978e-01 
 1.88470e-01  3.10321e-01  5.78919e-01  4.51438e-01  5.93886e-01  1.69640e-01 
 1.91984e-01  3.13424e-01  5.79699e-01  4.53445e-01  5.93132e-01  1.70072e-01 
 1.95208e-01  3.16221e-01  5.80180e-01  4.55159e-01  5.92172e-01  1.70304e-01 
 1.98164e-01  3.18742e-01  5.80397e-01  4.56611e-01  5.91034e-01  1.70363e-01 
 2.00878e-01  3.21011e-01  5.80381e-01  4.57826e-01  5.89739e-01  1.70273e-01 
 2.03369e-01  3.23052e-01  5.80159e-01  4.58827e-01  5.88307e-01  1.70054e-01 
 2.05657e-01  3.24883e-01  5.79755e-01  4.59634e-01  5.86756e-01  1.69723e-01 
 2.07757e-01  3.26525e-01  5.79189e-01  4.60267e-01  5.85100e-01  1.69296e-01 
 2.09685e-01  3.27992e-01  5.78480e-01  4.60742e-01  5.83354e-01  1.68786e-01 
 2.11455e-01  3.29300e-01  5.77644e-01  4.61073e-01  5.81529e-01  1.68203e-01 
 3.02825e-05  9.51048e-02  2.84812e-01  0.00000e+00  0.00000e+00  3.92659e-07 
 1.01641e-02  1.15381e-01  3.47459e-01  2.68036e-01  0.00000e+00  1.44991e-02 
 2.46260e-02  1.35983e-01  3.91517e-01  2.91067e-01  0.00000e+00  3.43054e-02 
 4.09606e-02  1.56414e-01  4.26232e-01  3.12598e-01  0.00000e+00  5.36169e-02 
 5.66470e-02  1.74911e-01  4.53556e-01  3.31409e-01  5.32299e-01  7.14023e-02 
 7.11279e-02  1.91359e-01  4.75424e-01  3.47685e-01  5.44414e-01  8.81619e-02 
 8.47710e-02  2.06401e-01  4.93679e-01  3.62240e-01  5.54688e-01  1.02614e-01 
 9.73851e-02  2.19998e-01  5.08946e-01  3.75134e-01  5.63294e-01  1.14940e-01 
 1.08936e-01  2.32219e-01  5.21738e-01  3.86503e-01  5.70434e-01  1.25392e-01 
 1.19463e-01  2.43178e-01  5.32471e-01  3.96506e-01  5.76306e-01  1.34226e-01 
 1.29035e-01  2.52999e-01  5.41485e-01  4.05301e-01  5.81087e-01  1.41676e-01 
 1.37733e-01  2.61801e-01  5.49053e-01  4.13030e-01  5.84932e-01  1.47948e-01 
 1.45639e-01  2.69699e-01  5.55401e-01  4.19823e-01  5.87974e-01  1.53217e-01 
 1.52831e-01  2.76791e-01  5.60714e-01  4.25793e-01  5.90327e-01  1.57620e-01 
 1.59402e-01  2.83191e-01  5.65170e-01  4.31066e-01  5.92127e-01  1.60688e-01 
 1.65397e-01  2.88956e-01  5.68863e-01  4.35697e-01  5.93396e-01  1.63192e-01 
 1.70871e-01  2.94153e-01  5.71892e-01  4.39758e-01  5.94203e-01  1.65209e-01 
 1.75873e-01  2.98840e-01  5.74344e-01  4.43311e-01  5.94607e-01  1.66808e-01 
 1.80448e-01  3.03067e-01  5.76292e-01  4.46411e-01  5.94660e-01  1.68048e-01 
 1.84635e-01  3.06880e-01  5.77799e-01  4.49106e-01  5.94407e-01  1.68978e-01 
 1.88470e-01  3.10321e-01  5.78919e-01  4.51438e-01  5.93886e-01  1.69640e-01 
 1.91984e-01  3.13424e-01  5.79699e-01  4.53445e-01  5.93132e-01  1.70072e-01 
 1.95208e-01  3.16221e-01  5.80180e-01  4.55159e-01  5.92172e-01  1.70304e-01 
 1.98164e-01  3.18742e-01  5.80397e-01  4.56611e-01  5.91034e-01  1.70363e-01 
 2.00878e-01  3.21011e-01  5.80381e-01  4.57826e-01  5.89739e-01  1.70273e-01 
 2.03369e-01  3.23052e-01  5.80159e-01  4.58827e-01  5.88307e-01  1.70054e-01 
 2.05657e-01  3.24883e-01  5.79755e-01  4.59634e-01  5.86756e-01  1.69723e-01 
 2.07757e-01  3.26525e-01  5.79189e-01  4.60267e-01  5.85100e-01  1.69296e-01 
 2.09685e-01  3.27992e-01  5.78480e-01  4.60742e-01  5.83354e-01  1.68786e-01 
 2.11455e-01  3.29300e-01  5.77644e-01  4.61073e-01  5.81529e-01  1.68203e-01 
 3.02825e-05  9.51048e-02  2.84812e-01  0.00000e+00  0.00000e+00  3.92659e-07 
 1.01641e-02  1.15381e-01  3.47459e-01  2.68036e-01  0.00000e+00  1.44991e-02 
 2.46260e-02  1.35983e-01  3.91517e-01  2.91067e-01  0.00000e+00  3.43054e-02 
 4.09606e-02  1.56414e-01  4.26232e-01  3.12598e-01  0.00000e+00  5.36169e-02 
 5.66470e-02  1.74911e-01  4.53556e-01  3.31409e-01  5.32299e-01  7.14023e-02 
 7.11279e-02  1.91359e-01  4.75424e-01  3.47685e-01  5.44414e-01  8.81619e-02 
 8.47710e-02  2.06401e-01  4.93679e-01  3.62240e-01  5.54688e-01  1.02614e-01 
 9.73851e-02  2.19998e-01  5.08946e-01  3.75134e-01  5.63294e-01  1.14940e-01 
 1.08936e-01  2.32219e-01  5.21738e-01  3.86503e-01  5.70434e-01  1.25392e-01 
 1.19463e-01  2.43178e-01  5.32471e-01  3.96506e-01  5.76306e-01  1.34226e-01 
 1.29035e-01  2.52999e-01  5.41485e-01  4.05301e-01  5.81087e-01  1.41676e-01 
 1.37733e-01  2.61801e-01  5.49053e-01  4.13030e-01  5.84932e-01  1.47948e-01 
 1.45639e-01  2.69699e-01  5.55401e-01  4.19823e-01  5.87974e-01  1.53217e-01 
 1.52831e-01  2.76791e-01  5.60714e-01  4.25793e-01  5.90327e-01  1.57620e-01 
 1.59402e-01  2.83191e-01  5.65170e-01  4.31066e-01  5.92127e-01  1.60688e-01 
 1.65397e-01  2.88956e-01  5.68863e-01  4.35697e-01  5.93396e-01  1.63192e-01 
 1.70871e-01  2.94153e-01  5.71892e-01  4.39758e-01  5.94203e-01  1.65209e-01 
 1.75873e-01  2.98840e-01  5.74344e-01  4.43311e-01  5.94607e-01  1.66808e-01 
 1.80448e-01  3.03067e-01  5.76292e-01  4.46411e-01  5.94660e-01  1.68048e-01 
 1.84635e-01  3.06880e-01  5.77799e-01  4.49106e-01  5.94407e-01  1.68978e-01 
 1.88470e-01  3.10321e-01  5.78919e-01  4.51438e-01  5.93886e-01  1.69640e-01 
 1.91984e-01  3.13424e-01  5.79699e-01  4.53445e-01  5.93132e-01  1.70072e-01 
 1.95208e-01  3.16221e-01  5.80180e-01  4.55159e-01  5.92172e-01  1.70304e-01 
 1.98164e-01  3.18742e-01  5.80397e-01  4.56611e-01  5.91034e-01  1.70363e-01 
 2.00878e-01  3.21011e-01  5.80381e-01  4.57826e-01  5.89739e-01  1.70273e-01 
 2.03369e-01  3.23052e-01  5.80159e-01  4.58827e-01  5.88307e-01  1.70054e-01 
 2.05657e-01  3.24883e-01  5.79755e-01  4.59634e-01  5.86756e-01  1.69723e-01 
 2.07757e-01  3.26525e-01  5.79189e-01  4.60267e-01  5.85100e-01  1.69296e-01 
 2.09685e-01  3.27992e-01  5.78480e-01  4.60742e-01  5.83354e-01  1.68786e-01 
 2.11455e-01  3.29300e-01  5.77644e-01  4.61073e-01  5.81529e-01  1.68203e-01 
 3.02825e-05  9.51048e-02  2.84812e-01  0.00000e+00  0.00000e+00  3.92659e-07 
 1.01641e-02  1.15381e-01  3.47459e-01  2.68036e-01  0.00000e+00  1.44991e-02 
 2.46260e-02  1.35983e-01  3.91517e-01  2.91067e-01  0.00000e+00  3.43054e-02 
 4.09606e-02  1.56414e-01  4.26232e-01  3.12598e-01  0.00000e+00  5.36169e-02 
 5.66470e-02  1.74911e-01  4.53556e-01  3.31409e-01  5.32299e-01  7.14023e-02 
 7.11279e-02  1.91359e-01  4.75424e-01  3.47685e-01  5.44414e-01  8.81619e-02 
 8.47710e-02  2.06401e-01  4.93679e-01  3.62240e-01  5.54688e-01  1.02614e-01 
 9.73851e-02  2.19998e-01  5.08946e-01  3.75134e-01  5.63294e-01  1.14940e-01 
 1.08936e-01  2.32219e-01  5.21738e-01  3.86503e-01  5.70434e-01  1.25392e-01 
 1.19463e-01  2.43178e-01  5.32471e-01  3.96506e-01  5.76306e-01  1.34226e-01 
 1.29035e-01  2.52999e-01  5.41485e-01  4.05301e-01  5.81087e-01  1.41676e-01 
 1.37733e-01  2.61801e-01  5.49053e-01  4.13030e-01  5.84932e-01  1.47948e-01 
 1.45639e-01  2.69699e-01  5.55401e-01  4.19823e-01  5.87974e-01  1.53217e-01 
 1.52831e-01  2.76791e-01  5.60714e-01  4.25793e-01  5.90327e-01  1.57620e-01 
 1.59402e-01  2.83191e-01  5.65170e-01  4.31066e-01  5.92127e-01  1.60688e-01 
 1.65397e-01  2.88956e-01  5.68863e-01  4.35697e-01  5.93396e-01  1.63192e-01 
 1.70871e-01  2.94153e-01  5.71892e-01  4.39758e-01  5.94203e-01  1.65209e-01 
 1.75873e-01  2.98840e-01  5.74344e-01  4.43311e-01  5.94607e-01  1.66808e-01 
 1.80448e-01  3.03067e-01  5.76292e-01  4.46411e-01  5.94660e-01  1.68048e-01 
 1.84635e-01  3.06880e-01  5.77799e-01  4.49106e-01  5.94407e-01  1.68978e-01 
 1.88470e-01  3.10321e-01  5.78919e-01  4.51438e-01  5.93886e-01  1.69640e-01 
 1.91984e-01  3.13424e-01  5.79699e-01  4.53445e-01  5.93132e-01  1.70072e-01 
 1.95208e-01  3.16221e-01  5.80180e-01  4.55159e-01  5.92172e-01  1.70304e-01 
 1.98164e-01  3.18742e-01  5.80397e-01  4.56611e-01  5.91034e-01  1.70363e-01 
 2.00878e-01  3.21011e-01  5.80381e-01  4.57826e-01  5.89739e-01  1.70273e-01 
 2.03369e-01  3.23052e-01  5.80159e-01  4.58827e-01  5.88307e-01  1.70054e-01 
 2.05657e-01  3.24883e-01  5.79755e-01  4.59634e-01  5.86756e-01  1.69723e-01 
 2.07757e-01  3.26525e-01  5.79189e-01  4.60267e-01  5.85100e-01  1.69296e-01 
 2.09685e-01  3.27992e-01  5.78480e-01  4.60742e-01  5.83354e-01  1.68786e-01 
 2.11455e-01  3.29300e-01  5.77644e-01  4.61073e-01  5.81529e-01  1.68203e-01 
 3.02825e-05  9.51048e-02  2.84812e-01  0.00000e+00  0.00000e+00  3.92659e-07 
 1.01641e-02  1.15381e-01  3.47459e-01  2.68036e-01  0.00000e+00  1.44991e-02 
 2.46260e-02  1.35983e-01  3.91517e-01  2.91067e-01  0.00000e+00  3.43054e-02 
 4.09606e-02  1.56414e-01  4.26232e-01  3.12598e-01  0.00000e+00  5.36169e-02 
 5.66470e-02  1.74911e-01  4.53556e-01  3.31409e-01  5.32299e-01  7.14023e-02 
 7.11279e-02  1.91359e-01  4.75424e-01  3.47685e-01  5.44414e-01  8.81619e-02 
 8.47710e-02  2.06401e-01  4.93679e-01  3.62240e-01  5.54688e-01  1.02614e-01 
 9.73851e-02  2.19998e-01  5.08946e-01  3.75134e-01  5.63294e-01  1.14940e-01 
 1.08936e-01  2.32219e-01  5.21738e-01  3.86503e-01  5.70434e-01  1.25392e-01 
 1.19463e-01  2.43178e-01  5.32471e-01  3.96506e-01  5.76306e-01  1.34226e-01 
 1.29035e-01  2.52999e-01  5.41485e-01  4.05301e-01  5.81087e-01  1.41676e-01 
 1.37733e-01  2.61801e-01  5.49053e-01  4.13030e-01  5.84932e-01  1.47948e-01 
 1.45639e-01  2.69699e-01  5.55401e-01  4.19823e-01  5.87974e-01  1.53217e-01 
 1.52831e-01  2.76791e-01  5.60714e-01  4.25793e-01  5.90327e-01  1.57620e-01 
 1.59402e-01  2.83191e-01  5.65170e-01  4.31066e-01  5.92127e-01  1.60688e-01 
 1.65397e-01  2.88956e-01  5.68863e-01  4.35697e-01  5.93396e-01  1.63192e-01 
 1.70871e-01  2.94153e-01  5.71892e-01  4.39758e-01  5.94203e-01  1.65209e-01 
 1.75873e-01  2.98840e-01  5.74344e-01  4.43311e-01  5.94607e-01  1.66808e-01 
 1.80448e-01  3.03067e-01  5.76292e-01  4.46411e-01  5.94660e-01  1.68048e-01 
 1.84635e-01  3.06880e-01  5.77799e-01  4.49106e-01  5.94407e-01  1.68978e-01 
 1.88470e-01  3.10321e-01  5.78919e-01  4.51438e-01  5.93886e-01  1.69640e-01 
 1.91984e-01  3.13424e-01  5.79699e-01  4.53445e-01  5.93132e-01  1.70072e-01 
 1.95208e-01  3.16221e-01  5.80180e-01  4.55159e-01  5.92172e-01  1.70304e-01 
 1.98164e-01  3.18742e-01  5.80397e-01  4.56611e-01  5.91034e-01  1.70363e-01 
 2.00878e-01  3.21011e-01  5.80381e-01  4.57826e-01  5.89739e-01  1.70273e-01 
 2.03369e-01  3.23052e-01  5.80159e-01  4.58827e-01  5.88307e-01  1.70054e-01 
 2.05657e-01  3.24883e-01  5.79755e-01  4.59634e-01  5.86756e-01  1.69723e-01 
 2.07757e-01  3.26525e-01  5.79189e-01  4.60267e-01  5.85100e-01  1.69296e-01 
 2.09685e-01  3.27992e-01  5.78480e-01  4.60742e-01  5.83354e-01  1.68786e-01 
